0.000000000000000000e+00,0.000000000000000000e+00
5.976786383382452160e-10,1.793035912871417085e-12
9.562858213411923042e-10,2.868857460208469895e-12
1.314893004344139496e-09,3.944679006773928588e-12
1.321752269818125204e-09,3.965256803141487957e-12
1.335470800766096620e-09,4.006412395876043661e-12
1.352755836875852220e-09,4.058267504065912601e-12
1.370040872985607820e-09,4.110122612253988239e-12
1.395968427150241323e-09,4.187905274532740468e-12
1.421895981314874826e-09,4.265687936807460191e-12
1.460787312561824978e-09,4.382361930211976404e-12
1.499678643808775130e-09,4.499035923607417864e-12
1.558015640679200460e-09,4.674046913683563479e-12
1.616352637549625791e-09,4.849057903739289688e-12
1.703858132855263580e-09,5.111574388784593222e-12
1.791363628160901369e-09,5.374090873783953497e-12
1.878869123466539365e-09,5.636607358737370512e-12
2.010127366424996152e-09,6.030382086081352525e-12
2.141385609383452940e-09,6.424156813321962812e-12
2.272643852341909727e-09,6.817931540459200563e-12
2.403902095300366514e-09,7.211706267493065779e-12
2.535160338258823301e-09,7.605480994423559268e-12
2.666418581217280089e-09,7.999255721250678607e-12
2.863305945654965476e-09,8.589917811297536434e-12
3.060193310092650864e-09,9.180579901111806259e-12
3.561974694881124408e-09,1.068592404550858546e-11
4.063756079669597953e-09,1.219126818839465660e-11
4.565537464458071497e-09,1.369661232977002128e-11
5.067318849246545042e-09,1.520195646963467952e-11
5.569100234035018586e-09,1.670730060798862808e-11
5.719634649471560898e-09,1.715890384920022714e-11
5.870169064908103209e-09,1.761050709027585838e-11
6.095970688062916263e-09,1.828791195163437691e-11
6.321772311217729317e-09,1.896531681268697754e-11
6.547573934372542371e-09,1.964272167343365706e-11
7.676582050146607639e-09,2.302974597257829607e-11
8.805590165920672907e-09,2.641677026407497499e-11
1.049910233958177164e-08,3.149730668698007429e-11
1.219261451324287037e-08,3.657784309267727714e-11
1.473288277373451846e-08,4.419864766895826832e-11
1.727315103422616656e-08,5.181945220652148119e-11
1.981850312059397731e-08,5.945550816295451507e-11
2.134571437241466442e-08,6.403714172981720554e-11
2.287292562423535153e-08,6.861877528268565441e-11
2.620653617207308756e-08,7.861960643536344582e-11
2.954014671991082358e-08,8.862043752136348760e-11
3.640411352109752050e-08,1.092123365670059900e-10
4.326808032228421742e-08,1.298042353299642873e-10
5.013204712347091435e-08,1.503961338102383535e-10
5.699601392465761127e-08,1.709880320078282018e-10
6.940778051571892613e-08,2.082233270743292807e-10
8.181954710678024099e-08,2.454586212165187616e-10
9.423131369784155584e-08,2.826939144343966962e-10
1.144361152372141048e-07,3.433083064042637086e-10
1.346409167765866538e-07,4.039226959247272799e-10
1.618718116635164940e-07,4.856153563625996429e-10
1.891027065504463343e-07,5.673080123513435108e-10
2.274713169409933532e-07,6.824137955728954425e-10
2.658399273315403986e-07,7.975195699615496465e-10
3.193866992602192613e-07,9.581597917366239475e-10
3.729334711888981241e-07,1.118799996308168336e-09
4.472591809777765981e-07,1.341776942790676096e-09
5.215848907666550722e-07,1.564753856127346784e-09
6.242214846175760600e-07,1.872663284875322454e-09
7.268580784684970477e-07,2.180572650417754815e-09
7.576490566237733017e-07,2.272945447755405177e-09
7.884400347790495557e-07,2.365318239404558041e-09
8.346265020119639366e-07,2.503877416212356029e-09
8.484824421818382297e-07,2.545445166758867227e-09
8.623383823517125228e-07,2.587012916153457871e-09
8.831222926065240155e-07,2.649364538085493367e-09
9.039062028613355081e-07,2.711716157425707719e-09
9.101413759377789029e-07,2.730421642722366821e-09
9.163765490142222978e-07,2.749127127785762645e-09
9.257293086288874430e-07,2.777185354943485873e-09
9.350820682435525882e-07,2.805243581576365483e-09
9.378878961279521423e-07,2.813661049463884708e-09
9.406937240123516965e-07,2.822078517304168197e-09
9.449024658389509747e-07,2.834704718976025756e-09
9.491112076655502530e-07,2.847330920541603013e-09
9.503738302135301000e-07,2.851118780990551180e-09
9.516364527615099471e-07,2.854906641429934244e-09
9.535303865834796646e-07,2.860588432071073910e-09
9.554243204054493822e-07,2.866270222690691991e-09
9.556523713927521666e-07,2.866954374344976827e-09
9.561084733673577354e-07,2.868322677652922391e-09
9.567926263292660885e-07,2.870375132612500438e-09
9.574767792911744417e-07,2.872427587569269792e-09
9.585030087340369714e-07,2.875506269999158198e-09
9.595292381768995011e-07,2.878584952422727772e-09
9.610685823411932957e-07,2.883202976046234012e-09
9.615303855904813070e-07,2.884588383130513505e-09
9.619921888397693183e-07,2.885973790213513350e-09
9.626848937137015470e-07,2.888051900835614086e-09
9.633775985876337758e-07,2.890130011454835821e-09
9.635854100498133597e-07,2.890753444640040892e-09
9.637932215119929436e-07,2.891376877824986643e-09
9.641049387052624254e-07,2.892312027601919920e-09
9.644166558985319071e-07,2.893247177378269622e-09
