0.000000000000000000e+00,0.000000000000000000e+00
5.976786383382452160e-10,3.575141777393449606e-22
9.562858213411923042e-10,6.363752363529567784e-22
1.314893004344139496e-09,1.043941398860423547e-21
1.321752269818125204e-09,1.053015121032598299e-21
1.335470800766096620e-09,1.071256741979585360e-21
1.352755836875852220e-09,1.094508938060966028e-21
1.370040872985607820e-09,1.118060152865567159e-21
1.395968427150241323e-09,1.153947635178483007e-21
1.421895981314874826e-09,1.190507909618586686e-21
1.460787312561824978e-09,1.246609806517137924e-21
1.499678643808775130e-09,1.304225485701665661e-21
1.558015640679200460e-09,1.393487346264387219e-21
1.616352637549625791e-09,1.486155216969893627e-21
1.703858132855263580e-09,1.631543292044943368e-21
1.791363628160901369e-09,1.784594889939023699e-21
1.878869123466539365e-09,1.945310010650793429e-21
2.010127366424996152e-09,2.200751796998472397e-21
2.141385609383452940e-09,2.473436509678408423e-21
2.272643852341909727e-09,2.763364148686074444e-21
2.403902095300366514e-09,3.070534714016944899e-21
2.535160338258823301e-09,3.394948205666492350e-21
2.666418581217280089e-09,3.736604623630190485e-21
2.863305945654965476e-09,4.281419737404161195e-21
3.060193310092650864e-09,4.865031435359509265e-21
3.561974694881124408e-09,6.527841118246344105e-21
4.063756079669597953e-09,8.442642880348481973e-21
4.565537464458071497e-09,1.060943672141303247e-20
5.067318849246545042e-09,1.302822264118710745e-20
5.569100234035018586e-09,1.569900063941781576e-20
5.719634649471560898e-09,1.654937249415402122e-20
5.870169064908103209e-09,1.742242363592173000e-20
6.095970688062916263e-09,1.877452401174137331e-20
6.321772311217729317e-09,2.017765278334350764e-20
6.547573934372542371e-09,2.163180995070507901e-20
7.676582050146607639e-09,2.966802172286758287e-20
8.805590165920672907e-09,3.897994338555947109e-20
1.049910233958177164e-08,5.533978191758855242e-20
1.219261451324287037e-08,7.456996768710551324e-20
1.473288277373451846e-08,1.087971473888849596e-19
1.727315103422616656e-08,1.494826083203262598e-19
1.981850312059397731e-08,1.999692528065068441e-19
2.134571437241466442e-08,2.314283877349547344e-19
2.287292562423535153e-08,2.652218191333166439e-19
2.620653617207308756e-08,3.470951479512785833e-19
2.954014671991082358e-08,4.400905948628024093e-19
3.640411352109752050e-08,6.665967282471288841e-19
4.326808032228421742e-08,9.402557302230931607e-19
5.013204712347091435e-08,1.261067600143384022e-18
5.699601392465761127e-08,1.629032337360689769e-18
6.940778051571892613e-08,2.414126031376515857e-18
8.181954710678024099e-08,3.353398624776837782e-18
9.423131369784155584e-08,4.446850113734391128e-18
1.144361152372141048e-07,6.556629351530981643e-18
1.346409167765866538e-07,9.074978970865558804e-18
1.618718116635164940e-07,1.311545929187431718e-17
1.891027065504463343e-07,1.789807217715734398e-17
2.274713169409933532e-07,2.589634051050890234e-17
2.658399273315403986e-07,3.536797179514288078e-17
3.193866992602192613e-07,5.104937962249667763e-17
3.729334711888981241e-07,6.960040561726706808e-17
4.472591809777765981e-07,1.001062159640953283e-16
5.215848907666550722e-07,1.361408856832552753e-16
6.242214846175760600e-07,1.949901476141968726e-16
7.268580784684970477e-07,2.643823492119319390e-16
7.576490566237733017e-07,2.872558826519670123e-16
7.884400347790495557e-07,3.110782804088041218e-16
8.346265020119639366e-07,3.485909975011115328e-16
8.484824421818382297e-07,3.602611267971666985e-16
8.623383823517125228e-07,3.721234010824678830e-16
8.831222926065240155e-07,3.902770843527762458e-16
9.039062028613355081e-07,4.088630938189368650e-16
9.101413759377789029e-07,4.145232002646983763e-16
9.163765490142222978e-07,4.202222160659840418e-16
9.257293086288874430e-07,4.288436948083829824e-16
9.350820682435525882e-07,4.375527195979818234e-16
9.378878961279521423e-07,4.401824985138579190e-16
9.406937240123516965e-07,4.428201565737904105e-16
9.449024658389509747e-07,4.467914170586912413e-16
9.491112076655502530e-07,4.507804056174702499e-16
9.503738302135301000e-07,4.519805591594912845e-16
9.516364527615099471e-07,4.531823082281438379e-16
9.535303865834796646e-07,4.549879234435475584e-16
9.554243204054493822e-07,4.567971285938495905e-16
9.556523713927521666e-07,4.570152454780594188e-16
9.561084733673577354e-07,4.574515833465152771e-16
9.567926263292660885e-07,4.581064805243344516e-16
9.574767792911744417e-07,4.587618461523157946e-16
9.585030087340369714e-07,4.597457729383403222e-16
9.595292381768995011e-07,4.607307537372258340e-16
9.610685823411932957e-07,4.622102012096637018e-16
9.615303855904813070e-07,4.626544978995359730e-16
9.619921888397693183e-07,4.630990080270112999e-16
9.626848937137015470e-07,4.637661734137297366e-16
9.633775985876337758e-07,4.644338190350538409e-16
9.635854100498133597e-07,4.646342063671991424e-16
9.637932215119929436e-07,4.648346369204589530e-16
9.641049387052624254e-07,4.651353637899381023e-16
9.644166558985319071e-07,4.654361879069247491e-16
9.647283730918013889e-07,4.657371092714185978e-16
9.648218882497822334e-07,4.658274046440307489e-16
9.649154034077630779e-07,4.659177087689184663e-16
9.650556761447342388e-07,4.660531813667669635e-16
9.651959488817053997e-07,4.661886736572357068e-16
9.652390433905259719e-07,4.662303044036982956e-16
9.653252324081671161e-07,4.663135696139512205e-16
9.654240614744973081e-07,4.664090552320779405e-16
9.655228905408275002e-07,4.665045506254204200e-16
9.655525392607264943e-07,4.665332011495901605e-16
9.655821879806254884e-07,4.665618525535293342e-16
9.656266610604740854e-07,4.666048313090057573e-16
9.656711341403226824e-07,4.666478120439633556e-16
9.656844760642772404e-07,4.666607066504494071e-16
9.656978179882317983e-07,4.666736014350888472e-16
9.657645276080045879e-07,4.667380780305854963e-16
9.657672293476053330e-07,4.667406894301987092e-16
9.657726328268070348e-07,4.667459122440357262e-16
9.657795737764596933e-07,4.667526211658649896e-16
9.657816560613555543e-07,4.667546338518159060e-16
9.657837383462514154e-07,4.667566465421063461e-16
9.657851438885561216e-07,4.667580051114941293e-16
9.657859872139389454e-07,4.667588202534827332e-16
9.657868305393217691e-07,4.667596353961830869e-16
9.657880955273960047e-07,4.667608581115682221e-16
9.657893605154702403e-07,4.667620808285548436e-16
9.657956854558412065e-07,4.667681944375106392e-16
9.658020103962121727e-07,4.667743080865041826e-16
9.658039078783234203e-07,4.667761421890096020e-16
9.658058053604346678e-07,4.667779762951184394e-16
9.658061896005622780e-07,4.667783477021180616e-16
9.658069580808172866e-07,4.667790905164129316e-16
9.658075702271073906e-07,4.667796822184596075e-16
9.658081823733974946e-07,4.667802739208813868e-16
9.658090114628707920e-07,4.667810753218262268e-16
9.658098405523440895e-07,4.667818767234591508e-16
9.658106696418173870e-07,4.667826781257799616e-16
9.658119132760275449e-07,4.667838802305510638e-16
9.658131569102377029e-07,4.667850823368700098e-16
9.658193750812880692e-07,4.667910928916836771e-16
9.658197528351793588e-07,4.667914580342068153e-16
9.658205083429619382e-07,4.667921883195387579e-16
9.658216416046358073e-07,4.667932837486077972e-16
9.658227748663096763e-07,4.667943791789622852e-16
9.658239081279835454e-07,4.667954746106020249e-16
9.658250413896574145e-07,4.667965700435272134e-16
9.658267412821683239e-07,4.667982131953248184e-16
9.658284411746792334e-07,4.667998563500144860e-16
9.658301410671901429e-07,4.668014995075962163e-16
9.658326909059565071e-07,4.668039642493912444e-16
9.658352407447228713e-07,4.668064289976932903e-16
9.658390655028725235e-07,4.668101261323469805e-16
9.658428902610221756e-07,4.668138232816415347e-16
9.658620140517700130e-07,4.668323092477264764e-16
9.658790365182150890e-07,4.668487642816574504e-16
9.658960589846601650e-07,4.668652196055910480e-16
9.659130814511052410e-07,4.668816752195272693e-16
9.659386151507730667e-07,4.669063591841866687e-16
9.659641488504408924e-07,4.669310438013518728e-16
9.660024493999425251e-07,4.669680719505482476e-16
